epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,2868.02,0.95834,0.33424,0.00103,0.9229,0.90215,0.95184,0.66905,1.15759,0.54882,0.00218,0.0012344,0.0012344,0.0012344
31,2941.32,0.97749,0.33211,0.00105,0.92112,0.89824,0.95156,0.66666,1.13524,0.53348,0.00209,0.001208,0.001208,0.001208
32,3013.69,0.96757,0.33572,0.00103,0.91796,0.90313,0.95195,0.65827,1.18116,0.56975,0.00229,0.0011816,0.0011816,0.0011816
33,4182.61,0.96542,0.32615,0.00104,0.90922,0.92124,0.95259,0.67593,1.1168,0.50482,0.00215,0.0011552,0.0011552,0.0011552
34,4256.23,0.92236,0.31963,0.00099,0.90889,0.91754,0.95591,0.68708,1.06047,0.52584,0.00199,0.0011288,0.0011288,0.0011288
35,4327.87,0.9318,0.31075,0.00101,0.90801,0.90313,0.94389,0.67318,1.11487,0.58015,0.0021,0.0011024,0.0011024,0.0011024
36,4400.26,0.9255,0.30231,0.00099,0.91141,0.91292,0.95299,0.67445,1.13268,0.5607,0.0021,0.001076,0.001076,0.001076
37,4472.89,0.91265,0.30815,0.00098,0.89501,0.91754,0.95729,0.65418,1.17199,0.54234,0.00227,0.0010496,0.0010496,0.0010496
38,4544.69,0.93064,0.31184,0.00097,0.91158,0.92564,0.96489,0.69043,1.07283,0.47822,0.00201,0.0010232,0.0010232,0.0010232
39,4617.82,0.88877,0.29826,0.00093,0.90537,0.92955,0.96285,0.6789,1.10032,0.52663,0.00201,0.0009968,0.0009968,0.0009968
40,4690.77,0.92182,0.30634,0.00097,0.92683,0.90472,0.96347,0.67844,1.08466,0.53209,0.00195,0.0009704,0.0009704,0.0009704
41,4762.57,0.90136,0.29203,0.00095,0.92105,0.909,0.96275,0.68765,1.07045,0.4933,0.00196,0.000944,0.000944,0.000944
42,5019.45,0.90428,0.29865,0.00096,0.90577,0.92368,0.96595,0.6801,1.08764,0.50425,0.00205,0.0009176,0.0009176,0.0009176
43,5095.83,0.88477,0.27817,0.00094,0.90608,0.92955,0.95548,0.67303,1.11543,0.56515,0.00213,0.0008912,0.0008912,0.0008912
44,5174.81,0.88781,0.29433,0.00092,0.90918,0.93056,0.96522,0.69374,1.05819,0.49387,0.00199,0.0008648,0.0008648,0.0008648
45,5259.09,0.87562,0.28289,0.00088,0.90927,0.91199,0.95172,0.67645,1.08805,0.56806,0.00194,0.0008384,0.0008384,0.0008384
46,5343.51,0.88334,0.28918,0.0009,0.91685,0.90509,0.95381,0.67996,1.06801,0.50842,0.00199,0.000812,0.000812,0.000812
47,5428.93,0.88125,0.28393,0.00091,0.9549,0.89139,0.96524,0.68018,1.1,0.49737,0.002,0.0007856,0.0007856,0.0007856
48,5513.81,0.87721,0.28373,0.00093,0.93775,0.91383,0.96848,0.69146,1.04741,0.43883,0.00197,0.0007592,0.0007592,0.0007592
49,5597.59,0.85671,0.27567,0.00086,0.92328,0.90673,0.95622,0.68239,1.11075,0.52749,0.00203,0.0007328,0.0007328,0.0007328
50,5690.53,0.85327,0.28244,0.00086,0.91356,0.93076,0.9677,0.6809,1.11606,0.46363,0.00213,0.0007064,0.0007064,0.0007064
51,5801.87,0.83855,0.27442,0.00086,0.90534,0.92647,0.96309,0.69585,1.02757,0.49619,0.00192,0.00068,0.00068,0.00068
52,5886.57,0.84886,0.26971,0.00091,0.91951,0.93249,0.96684,0.68949,1.05985,0.47521,0.00205,0.0006536,0.0006536,0.0006536
53,5971.24,0.8345,0.26511,0.00083,0.90714,0.93444,0.96671,0.68905,1.06379,0.48756,0.00196,0.0006272,0.0006272,0.0006272
54,6057.73,0.81624,0.26639,0.00086,0.89781,0.94559,0.96441,0.69618,1.05003,0.48111,0.00198,0.0006008,0.0006008,0.0006008
55,6142.35,0.82626,0.26099,0.00084,0.91725,0.9364,0.96689,0.69091,1.06011,0.46123,0.00196,0.0005744,0.0005744,0.0005744
56,6226.82,0.81092,0.25834,0.00082,0.92003,0.93433,0.9674,0.7039,1.03085,0.49325,0.00188,0.000548,0.000548,0.000548
57,6311.62,0.8029,0.26051,0.00082,0.93464,0.90953,0.96698,0.69981,1.02694,0.46813,0.00186,0.0005216,0.0005216,0.0005216
58,6404.55,0.7958,0.25966,0.00082,0.91701,0.92979,0.96699,0.69556,1.043,0.45138,0.00194,0.0004952,0.0004952,0.0004952
59,6515.96,0.80394,0.25436,0.00082,0.9179,0.94075,0.9671,0.69426,1.04973,0.45869,0.00191,0.0004688,0.0004688,0.0004688
60,6600.26,0.80551,0.25495,0.00082,0.91611,0.94034,0.96853,0.69787,1.04076,0.45501,0.0019,0.0004424,0.0004424,0.0004424
61,6685.24,0.78276,0.24857,0.00078,0.90763,0.93264,0.96647,0.69286,1.04517,0.4797,0.00192,0.000416,0.000416,0.000416
62,6770.33,0.79488,0.25757,0.00083,0.92733,0.9364,0.96882,0.70964,1.01315,0.44193,0.00195,0.0003896,0.0003896,0.0003896
63,6854.73,0.77573,0.24014,0.00078,0.93152,0.93166,0.97003,0.70627,1.02112,0.43326,0.00187,0.0003632,0.0003632,0.0003632
64,6939.34,0.77414,0.24755,0.0008,0.93084,0.91977,0.9673,0.70487,1.0309,0.45088,0.00194,0.0003368,0.0003368,0.0003368
65,7023.19,0.78273,0.2452,0.0008,0.92407,0.93249,0.96799,0.70631,1.01885,0.44395,0.00184,0.0003104,0.0003104,0.0003104
66,7110.64,0.77425,0.24143,0.00087,0.91477,0.93738,0.9677,0.70604,1.03049,0.45808,0.00198,0.000284,0.000284,0.000284
67,7207.08,0.73791,0.22551,0.00083,0.92137,0.93053,0.96841,0.70786,1.00349,0.44444,0.00194,0.0002576,0.0002576,0.0002576
68,7290.75,0.72841,0.22259,0.00082,0.93843,0.909,0.96703,0.70913,1.01518,0.47108,0.00197,0.0002312,0.0002312,0.0002312
69,7375.05,0.72998,0.2241,0.00082,0.93074,0.91977,0.96898,0.70757,1.01511,0.46965,0.00192,0.0002048,0.0002048,0.0002048
70,7457.84,0.72458,0.2206,0.00082,0.90366,0.94325,0.96749,0.70588,1.01351,0.46969,0.00193,0.0001784,0.0001784,0.0001784
71,7543.71,0.72294,0.21867,0.00078,0.90802,0.94423,0.96841,0.70426,1.01623,0.46101,0.00196,0.000152,0.000152,0.000152
72,7627.63,0.73238,0.22625,0.00081,0.90133,0.95401,0.96927,0.71048,1.00777,0.4505,0.00192,0.0001256,0.0001256,0.0001256
73,7710.83,0.70105,0.20763,0.00079,0.93734,0.92218,0.9708,0.71471,1.00775,0.4563,0.00194,9.92e-05,9.92e-05,9.92e-05
74,7792.44,0.71144,0.21866,0.00079,0.90144,0.95205,0.97012,0.71325,1.00353,0.45503,0.00193,7.28e-05,7.28e-05,7.28e-05
75,7872.28,0.70585,0.21039,0.00076,0.9359,0.91781,0.97081,0.71107,1.0135,0.45994,0.00192,4.64e-05,4.64e-05,4.64e-05
