epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,105.173,0.9575,0.3207,0.00102,0.91661,0.94646,0.97183,0.73644,0.96383,0.38112,0.00148,0.000663415,0.000663415,0.000663415
2,211.761,1.02832,0.35462,0.00111,0.92587,0.92439,0.97635,0.72234,1.01159,0.42494,0.00153,0.00131252,0.00131252,0.00131252
3,379.57,1.08332,0.37972,0.00116,0.93389,0.92388,0.96859,0.72008,1.00985,0.43185,0.00156,0.00194403,0.00194403,0.00194403
4,476.81,1.08144,0.37492,0.00115,0.9244,0.93077,0.97476,0.69438,1.09245,0.44259,0.00173,0.0019208,0.0019208,0.0019208
5,575.925,1.10404,0.3684,0.00121,0.93479,0.95566,0.97342,0.69112,1.09431,0.41682,0.00179,0.0018944,0.0018944,0.0018944
6,684.163,1.08469,0.37878,0.00115,0.93462,0.94436,0.98013,0.7221,0.98858,0.38347,0.00151,0.001868,0.001868,0.001868
7,795.859,1.06464,0.36357,0.00114,0.92311,0.95157,0.97597,0.71697,1.02918,0.42487,0.00166,0.0018416,0.0018416,0.0018416
8,893.168,1.0466,0.35121,0.00112,0.92096,0.94698,0.96954,0.72482,0.97784,0.39837,0.00147,0.0018152,0.0018152,0.0018152
9,992.301,1.06061,0.3633,0.00109,0.91567,0.96063,0.97727,0.70781,1.02746,0.45046,0.00163,0.0017888,0.0017888,0.0017888
10,1109.64,1.02785,0.3429,0.00109,0.91254,0.95118,0.97665,0.73031,0.95676,0.40214,0.0015,0.0017624,0.0017624,0.0017624
11,1231.52,1.02757,0.34675,0.00111,0.90886,0.94747,0.97534,0.72414,0.99858,0.41227,0.00156,0.001736,0.001736,0.001736
12,1329.75,1.03662,0.33516,0.0011,0.91802,0.95222,0.97849,0.72686,0.98728,0.39544,0.00155,0.0017096,0.0017096,0.0017096
13,1434.68,1.03068,0.33246,0.00108,0.92796,0.93308,0.97577,0.72744,0.97574,0.38689,0.00155,0.0016832,0.0016832,0.0016832
14,1548.44,1.01554,0.3368,0.00108,0.93271,0.93129,0.97502,0.72829,0.99178,0.42019,0.00154,0.0016568,0.0016568,0.0016568
15,1678.56,0.992,0.32741,0.00104,0.93003,0.93911,0.97896,0.74022,0.93602,0.37672,0.00144,0.0016304,0.0016304,0.0016304
16,1774.89,0.98889,0.32356,0.00104,0.92368,0.9403,0.97004,0.7295,0.97415,0.37998,0.00149,0.001604,0.001604,0.001604
17,1875.23,0.99357,0.32096,0.00106,0.92436,0.94945,0.97991,0.74742,0.91114,0.36709,0.00138,0.0015776,0.0015776,0.0015776
18,1982.13,0.98359,0.31805,0.00102,0.93903,0.92913,0.97724,0.74153,0.93212,0.39204,0.00144,0.0015512,0.0015512,0.0015512
19,2092.67,0.95532,0.30337,0.001,0.92173,0.92913,0.96888,0.73605,0.93038,0.41821,0.00141,0.0015248,0.0015248,0.0015248
20,2190.58,0.98514,0.3186,0.00101,0.92743,0.93915,0.97667,0.71414,1.02472,0.41795,0.00159,0.0014984,0.0014984,0.0014984
21,2289.34,0.9705,0.31301,0.00101,0.90857,0.95464,0.97013,0.72946,0.95268,0.39492,0.0015,0.001472,0.001472,0.001472
22,2395.18,0.97755,0.31268,0.00102,0.93266,0.95171,0.97169,0.7237,0.99625,0.41076,0.00162,0.0014456,0.0014456,0.0014456
23,2505.29,0.95991,0.29935,0.00097,0.92484,0.93806,0.97041,0.74223,0.92434,0.39964,0.00146,0.0014192,0.0014192,0.0014192
24,2602.43,0.95116,0.30562,0.00097,0.93334,0.93349,0.97107,0.75326,0.87742,0.38173,0.00133,0.0013928,0.0013928,0.0013928
25,2701.66,0.95192,0.30852,0.001,0.91881,0.9601,0.97156,0.75049,0.89111,0.36712,0.00135,0.0013664,0.0013664,0.0013664
26,2808.86,0.94426,0.29949,0.00097,0.93551,0.94016,0.97266,0.74632,0.89938,0.38992,0.00135,0.00134,0.00134,0.00134
27,2920.45,0.92732,0.29615,0.00094,0.91797,0.95754,0.97254,0.73312,0.9473,0.36838,0.00142,0.0013136,0.0013136,0.0013136
28,3017.7,0.93547,0.30138,0.00097,0.92711,0.94815,0.9725,0.75714,0.88357,0.37029,0.00134,0.0012872,0.0012872,0.0012872
29,3119.16,0.91662,0.29485,0.00096,0.92088,0.92873,0.97535,0.75055,0.90214,0.39907,0.00136,0.0012608,0.0012608,0.0012608
30,3225.33,0.91445,0.29182,0.00093,0.93798,0.94016,0.97225,0.75535,0.88245,0.35559,0.00134,0.0012344,0.0012344,0.0012344
31,3335.01,0.90649,0.28314,0.00093,0.93992,0.93615,0.97189,0.75576,0.89423,0.38497,0.00139,0.001208,0.001208,0.001208
32,3432.42,0.90539,0.29011,0.00093,0.94124,0.93176,0.98044,0.74904,0.91016,0.39189,0.00143,0.0011816,0.0011816,0.0011816
33,3531.8,0.90303,0.28058,0.00092,0.93713,0.91544,0.96959,0.75207,0.88346,0.41599,0.00134,0.0011552,0.0011552,0.0011552
34,3639.3,0.90356,0.278,0.00093,0.94186,0.92913,0.97997,0.7594,0.87805,0.37697,0.00133,0.0011288,0.0011288,0.0011288
35,3750.3,0.90464,0.28397,0.00093,0.9319,0.93377,0.9719,0.75938,0.87253,0.36698,0.00132,0.0011024,0.0011024,0.0011024
36,3847.36,0.88969,0.2833,0.0009,0.9295,0.94822,0.98009,0.75501,0.89028,0.36934,0.00137,0.001076,0.001076,0.001076
37,3946.47,0.87584,0.27379,0.00089,0.93623,0.93806,0.97263,0.75563,0.87924,0.38214,0.00136,0.0010496,0.0010496,0.0010496
38,4054.3,0.87652,0.27328,0.00091,0.93023,0.93543,0.97908,0.76075,0.86981,0.3833,0.00131,0.0010232,0.0010232,0.0010232
39,4165.91,0.873,0.27108,0.00089,0.93516,0.93281,0.97,0.75245,0.87909,0.42153,0.00135,0.0009968,0.0009968,0.0009968
40,4263.14,0.86533,0.27397,0.00086,0.92558,0.95066,0.97299,0.7588,0.87931,0.3692,0.00136,0.0009704,0.0009704,0.0009704
41,4362.16,0.86825,0.2732,0.00087,0.93572,0.93223,0.97328,0.76092,0.85855,0.36104,0.00127,0.000944,0.000944,0.000944
42,4469,0.85748,0.26619,0.00088,0.93642,0.93596,0.97246,0.75791,0.86975,0.36795,0.00132,0.0009176,0.0009176,0.0009176
43,4580.69,0.85978,0.26735,0.00087,0.93576,0.94816,0.982,0.76083,0.87426,0.34521,0.00132,0.0008912,0.0008912,0.0008912
44,4677.94,0.85302,0.26929,0.00086,0.94407,0.92598,0.97244,0.76254,0.86443,0.36888,0.0013,0.0008648,0.0008648,0.0008648
45,4777.48,0.84166,0.26368,0.00085,0.92814,0.96282,0.98287,0.76948,0.8505,0.35862,0.00129,0.0008384,0.0008384,0.0008384
46,4878.65,0.84102,0.26264,0.00083,0.92843,0.94698,0.98168,0.76425,0.85098,0.35076,0.00125,0.000812,0.000812,0.000812
47,4975.89,0.83836,0.25302,0.00084,0.93489,0.93701,0.97258,0.76751,0.84358,0.38074,0.00126,0.0007856,0.0007856,0.0007856
48,5064.9,0.84377,0.26217,0.00086,0.94282,0.93543,0.9733,0.7611,0.86176,0.36906,0.00129,0.0007592,0.0007592,0.0007592
49,5155.95,0.83298,0.26043,0.00085,0.92938,0.95341,0.97344,0.76726,0.8356,0.36493,0.00123,0.0007328,0.0007328,0.0007328
50,5252.68,0.82967,0.25394,0.00083,0.92394,0.95011,0.97318,0.7619,0.85218,0.37143,0.00128,0.0007064,0.0007064,0.0007064
51,5356.16,0.82542,0.25634,0.00081,0.93822,0.94064,0.97265,0.76649,0.84302,0.37018,0.00126,0.00068,0.00068,0.00068
52,5443.42,0.81539,0.24938,0.00082,0.93138,0.93596,0.96394,0.76559,0.83634,0.39407,0.00125,0.0006536,0.0006536,0.0006536
53,5530.47,0.81586,0.2548,0.00081,0.93872,0.94226,0.98236,0.77059,0.83902,0.34839,0.00124,0.0006272,0.0006272,0.0006272
54,5826.25,0.80392,0.2477,0.0008,0.92022,0.95486,0.97329,0.76918,0.84579,0.38688,0.00128,0.0006008,0.0006008,0.0006008
55,5948.19,0.8112,0.24788,0.00081,0.93732,0.93176,0.97333,0.77142,0.83436,0.36904,0.00123,0.0005744,0.0005744,0.0005744
56,6048.25,0.80066,0.24744,0.00079,0.93317,0.94548,0.97317,0.76924,0.83536,0.36446,0.00124,0.000548,0.000548,0.000548
57,6140.92,0.79863,0.24993,0.00079,0.93461,0.93778,0.96484,0.76891,0.82069,0.39915,0.00122,0.0005216,0.0005216,0.0005216
58,6258.76,0.79346,0.24841,0.0008,0.93178,0.95353,0.97445,0.77001,0.82912,0.37841,0.00123,0.0004952,0.0004952,0.0004952
59,6380.45,0.78891,0.24343,0.00079,0.93233,0.95467,0.97462,0.76878,0.84056,0.36899,0.00126,0.0004688,0.0004688,0.0004688
60,6470.81,0.77483,0.23709,0.00075,0.94186,0.93596,0.96446,0.7635,0.83431,0.4098,0.00124,0.0004424,0.0004424,0.0004424
61,6563.01,0.78269,0.24237,0.00078,0.93481,0.94541,0.97322,0.76146,0.84437,0.39085,0.00125,0.000416,0.000416,0.000416
62,6680.59,0.7852,0.24317,0.00076,0.94245,0.93911,0.97383,0.77036,0.83265,0.38012,0.00125,0.0003896,0.0003896,0.0003896
63,6787.1,0.76409,0.23815,0.00077,0.93992,0.93625,0.97315,0.77183,0.8174,0.39271,0.00122,0.0003632,0.0003632,0.0003632
64,6876.39,0.77164,0.23873,0.00075,0.93746,0.93438,0.97362,0.76917,0.82709,0.37759,0.00122,0.0003368,0.0003368,0.0003368
65,6969.57,0.77065,0.23412,0.00076,0.93177,0.94629,0.9735,0.76832,0.82807,0.39948,0.00124,0.0003104,0.0003104,0.0003104
66,7073.44,0.73478,0.2244,0.00082,0.93924,0.94125,0.97404,0.76731,0.83883,0.37656,0.00126,0.000284,0.000284,0.000284
67,7175.81,0.72808,0.21827,0.0008,0.94736,0.93071,0.96513,0.76298,0.83795,0.39843,0.00126,0.0002576,0.0002576,0.0002576
68,7261.86,0.72732,0.21878,0.00082,0.9308,0.94615,0.96452,0.76182,0.83724,0.39337,0.00125,0.0002312,0.0002312,0.0002312
69,7351.13,0.72138,0.21824,0.00081,0.93248,0.94966,0.96505,0.766,0.82653,0.38204,0.00123,0.0002048,0.0002048,0.0002048
70,7447.29,0.72005,0.21674,0.00081,0.92801,0.94698,0.96488,0.76292,0.83021,0.38846,0.00124,0.0001784,0.0001784,0.0001784
71,7546.19,0.71332,0.21464,0.0008,0.94413,0.92808,0.96409,0.7654,0.82664,0.39736,0.00124,0.000152,0.000152,0.000152
72,7636.96,0.70758,0.21418,0.00079,0.9418,0.93438,0.96531,0.76536,0.82301,0.39442,0.00124,0.0001256,0.0001256,0.0001256
73,7739.37,0.7097,0.21272,0.00079,0.94703,0.92651,0.96536,0.76527,0.83085,0.40191,0.00124,9.92e-05,9.92e-05,9.92e-05
74,7850.1,0.70028,0.20805,0.00078,0.94691,0.92861,0.96533,0.7669,0.82442,0.39635,0.00123,7.28e-05,7.28e-05,7.28e-05
75,7950.23,0.70351,0.21361,0.00078,0.92842,0.94646,0.96519,0.76553,0.82305,0.40052,0.00123,4.64e-05,4.64e-05,4.64e-05
