epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
47,3164.62,1.02863,0.33661,0.00108,0.93151,0.92812,0.96593,0.71165,1.03823,0.44515,0.00159,0.0007856,0.0007856,0.0007856
48,3234.48,1.01053,0.32349,0.00106,0.92864,0.92908,0.95819,0.7096,1.04031,0.44763,0.00163,0.0007592,0.0007592,0.0007592
49,3303.5,0.9849,0.31736,0.00105,0.92204,0.93748,0.9671,0.71017,1.038,0.42132,0.00162,0.0007328,0.0007328,0.0007328
50,3368.29,1.0023,0.31665,0.00104,0.92013,0.93753,0.96525,0.71363,1.0317,0.42136,0.00162,0.0007064,0.0007064,0.0007064
51,3436.35,0.99428,0.31998,0.00104,0.93294,0.93476,0.96717,0.71749,1.03256,0.42555,0.00161,0.00068,0.00068,0.00068
52,3505.43,0.99723,0.32013,0.00104,0.93179,0.93018,0.96691,0.72207,1.00276,0.42022,0.00155,0.0006536,0.0006536,0.0006536
53,3576.58,1.00068,0.31601,0.00105,0.94141,0.91444,0.96649,0.71449,1.02021,0.43723,0.00156,0.0006272,0.0006272,0.0006272
54,3644.98,0.98253,0.31781,0.00103,0.93846,0.92231,0.95839,0.71832,1.01213,0.43783,0.00155,0.0006008,0.0006008,0.0006008
55,3713.74,0.98197,0.31212,0.00103,0.93583,0.92627,0.95917,0.70659,1.04573,0.46207,0.00164,0.0005744,0.0005744,0.0005744
56,3779.68,0.96393,0.30779,0.00099,0.93323,0.92443,0.95906,0.71361,1.01311,0.45911,0.00156,0.000548,0.000548,0.000548
57,3847.39,0.96468,0.31426,0.00101,0.93421,0.92598,0.95872,0.71681,1.02574,0.44534,0.00161,0.0005216,0.0005216,0.0005216
58,3915.85,0.9597,0.3042,0.00099,0.93162,0.92808,0.9589,0.70486,1.04419,0.45567,0.00163,0.0004952,0.0004952,0.0004952
59,3984.27,0.95499,0.307,0.00097,0.93222,0.92703,0.95855,0.70855,1.0447,0.43838,0.00162,0.0004688,0.0004688,0.0004688
