epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,2012.91,0.96904,0.35341,0.00097,0.9024,0.93179,0.96261,0.66774,1.08872,0.48542,0.00192,0.0010232,0.0010232,0.0010232
39,2070.98,0.94459,0.33705,0.00096,0.89733,0.91503,0.96197,0.65861,1.15753,0.4999,0.00206,0.0009968,0.0009968,0.0009968
40,2129.03,0.96055,0.35115,0.00096,0.91972,0.89139,0.95873,0.65814,1.15114,0.54015,0.00203,0.0009704,0.0009704,0.0009704
41,2190.04,0.94885,0.33474,0.00096,0.92231,0.87671,0.95539,0.66254,1.12158,0.5706,0.00198,0.000944,0.000944,0.000944
42,2244.69,0.96072,0.34299,0.00097,0.89027,0.92955,0.95864,0.65106,1.14953,0.53643,0.00206,0.0009176,0.0009176,0.0009176
43,2298.19,0.93144,0.3286,0.00095,0.9097,0.91675,0.96241,0.66544,1.14654,0.50709,0.0021,0.0008912,0.0008912,0.0008912
44,2351.24,0.94347,0.3315,0.00096,0.92919,0.8859,0.96113,0.66966,1.09856,0.5233,0.00195,0.0008648,0.0008648,0.0008648
45,2404.73,0.92722,0.32309,0.00091,0.88754,0.93346,0.9581,0.66517,1.12185,0.52918,0.00196,0.0008384,0.0008384,0.0008384
46,2458.19,0.94037,0.32736,0.00092,0.87076,0.94423,0.9602,0.65976,1.13552,0.5318,0.00201,0.000812,0.000812,0.000812
47,2512.31,0.93903,0.33745,0.00094,0.90329,0.91781,0.96193,0.65913,1.15689,0.54731,0.00204,0.0007856,0.0007856,0.0007856
48,2565.88,0.92523,0.32124,0.00094,0.89235,0.92463,0.9618,0.6728,1.12301,0.50947,0.00198,0.0007592,0.0007592,0.0007592
49,2619.53,0.91674,0.31801,0.00092,0.90042,0.94227,0.96635,0.67793,1.10413,0.48095,0.00193,0.0007328,0.0007328,0.0007328
50,2674.77,0.91165,0.32291,0.00091,0.91823,0.92759,0.96476,0.6755,1.10873,0.50552,0.00196,0.0007064,0.0007064,0.0007064
51,2728.7,0.90344,0.31702,0.0009,0.91875,0.91977,0.96655,0.67587,1.09888,0.49706,0.00192,0.00068,0.00068,0.00068
52,2782.35,0.88525,0.30798,0.0009,0.93038,0.91096,0.96538,0.67652,1.10127,0.49077,0.00193,0.0006536,0.0006536,0.0006536
53,2835.48,0.88358,0.30358,0.00086,0.90823,0.91879,0.96171,0.66531,1.12811,0.54585,0.00202,0.0006272,0.0006272,0.0006272
54,2889.21,0.8811,0.31541,0.00089,0.90919,0.92172,0.96398,0.67922,1.10854,0.50272,0.00196,0.0006008,0.0006008,0.0006008
55,2942.57,0.87425,0.30763,0.00087,0.91034,0.90313,0.96084,0.67678,1.11674,0.5148,0.00196,0.0005744,0.0005744,0.0005744
56,2996.33,0.86906,0.30982,0.00086,0.92789,0.89628,0.96162,0.67452,1.11947,0.53177,0.00197,0.000548,0.000548,0.000548
57,3049.79,0.87239,0.29773,0.00087,0.92935,0.90104,0.96298,0.68116,1.0874,0.50668,0.00193,0.0005216,0.0005216,0.0005216
58,3102.57,0.85546,0.29445,0.00084,0.93272,0.9088,0.96532,0.68881,1.08368,0.48057,0.0019,0.0004952,0.0004952,0.0004952
59,3156.77,0.85983,0.28918,0.00087,0.91267,0.92032,0.96462,0.67759,1.10964,0.48387,0.00197,0.0004688,0.0004688,0.0004688
60,3211.18,0.85,0.28777,0.00084,0.91825,0.90998,0.96331,0.67283,1.11312,0.51657,0.00199,0.0004424,0.0004424,0.0004424
61,3264.54,0.85079,0.28041,0.00083,0.91703,0.90998,0.9624,0.6632,1.14368,0.52875,0.00207,0.000416,0.000416,0.000416
62,3318.96,0.84761,0.29232,0.00085,0.91318,0.92621,0.96433,0.66661,1.13495,0.50368,0.00203,0.0003896,0.0003896,0.0003896
63,3372.75,0.84455,0.28615,0.00082,0.9168,0.92724,0.96504,0.67991,1.10636,0.48985,0.00197,0.0003632,0.0003632,0.0003632
64,3426.58,0.82392,0.28579,0.00083,0.91562,0.92955,0.96438,0.6719,1.11875,0.48887,0.002,0.0003368,0.0003368,0.0003368
65,3480.01,0.84378,0.27406,0.00081,0.92145,0.91831,0.96674,0.68715,1.09369,0.47837,0.00193,0.0003104,0.0003104,0.0003104
66,3533.63,0.81095,0.26936,0.00089,0.92265,0.93366,0.96842,0.67575,1.10793,0.48575,0.00197,0.000284,0.000284,0.000284
67,3584.22,0.79022,0.2584,0.00087,0.9168,0.92955,0.96702,0.67946,1.09853,0.49097,0.00195,0.0002576,0.0002576,0.0002576
68,3634.83,0.77211,0.25683,0.00085,0.92777,0.91746,0.96494,0.68087,1.09897,0.50482,0.00195,0.0002312,0.0002312,0.0002312
69,3687.54,0.78062,0.25517,0.00086,0.92188,0.92369,0.96454,0.67919,1.09718,0.50759,0.00195,0.0002048,0.0002048,0.0002048
70,3740.23,0.7775,0.25615,0.00085,0.92115,0.92595,0.96522,0.68263,1.08082,0.50374,0.00191,0.0001784,0.0001784,0.0001784
71,3792.66,0.77718,0.25722,0.00082,0.91893,0.9364,0.9666,0.68174,1.09045,0.49457,0.00192,0.000152,0.000152,0.000152
72,3845.59,0.78013,0.25294,0.00085,0.90548,0.93444,0.96562,0.68548,1.0729,0.49493,0.0019,0.0001256,0.0001256,0.0001256
73,3898.17,0.75157,0.24172,0.00083,0.9105,0.93933,0.96462,0.68398,1.07768,0.49822,0.0019,9.92e-05,9.92e-05,9.92e-05
74,3950.87,0.76187,0.24748,0.00083,0.91011,0.93128,0.96448,0.68217,1.0817,0.50662,0.00192,7.28e-05,7.28e-05,7.28e-05
75,4007.84,0.75384,0.24146,0.00081,0.92175,0.92074,0.96437,0.68167,1.08603,0.50835,0.00193,4.64e-05,4.64e-05,4.64e-05
