epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,81.4335,1.07139,0.38115,0.00116,0.93366,0.91444,0.96462,0.6986,1.06792,0.46382,0.0017,0.000665041,0.000665041,0.000665041
2,156.837,1.13659,0.40838,0.00124,0.93213,0.91564,0.96367,0.68232,1.08328,0.46329,0.00167,0.00131413,0.00131413,0.00131413
3,232.949,1.16275,0.41648,0.00126,0.91533,0.91339,0.95332,0.64888,1.20498,0.5286,0.00187,0.00194562,0.00194562,0.00194562
4,307.681,1.17996,0.41828,0.00128,0.92116,0.8954,0.951,0.66982,1.12325,0.50414,0.00173,0.0019208,0.0019208,0.0019208
5,382.009,1.15654,0.41047,0.00127,0.90624,0.92703,0.95649,0.67692,1.1361,0.50713,0.00185,0.0018944,0.0018944,0.0018944
6,457.636,1.1695,0.41581,0.00129,0.91773,0.9369,0.96713,0.67178,1.16439,0.46689,0.0019,0.001868,0.001868,0.001868
7,537.474,1.17428,0.42187,0.00127,0.92957,0.92145,0.96745,0.65538,1.1768,0.45228,0.00189,0.0018416,0.0018416,0.0018416
8,617.717,1.14033,0.40861,0.00126,0.93508,0.89921,0.96264,0.6948,1.06566,0.46399,0.00174,0.0018152,0.0018152,0.0018152
9,696.974,1.143,0.40601,0.00122,0.93334,0.92608,0.95952,0.68944,1.08395,0.45369,0.00175,0.0017888,0.0017888,0.0017888
10,777.257,1.12517,0.41216,0.00119,0.89399,0.92076,0.95644,0.66429,1.15727,0.50224,0.00186,0.0017624,0.0017624,0.0017624
11,857.732,1.13781,0.40481,0.00123,0.92271,0.92123,0.96682,0.70958,1.01775,0.4449,0.00155,0.001736,0.001736,0.001736
12,936.256,1.1304,0.3992,0.00122,0.91295,0.95486,0.96917,0.69115,1.08395,0.48165,0.00174,0.0017096,0.0017096,0.0017096
13,1015.22,1.1217,0.38512,0.00119,0.93161,0.92441,0.95966,0.69595,1.07797,0.45737,0.00174,0.0016832,0.0016832,0.0016832
14,1094.8,1.09807,0.37287,0.00119,0.93762,0.92703,0.96778,0.67693,1.12269,0.42617,0.00183,0.0016568,0.0016568,0.0016568
15,1174.63,1.11717,0.37869,0.00119,0.90689,0.92546,0.96245,0.6639,1.17304,0.47539,0.0019,0.0016304,0.0016304,0.0016304
16,1253.46,1.10496,0.38824,0.00121,0.90484,0.92338,0.96001,0.68335,1.07449,0.49044,0.0017,0.001604,0.001604,0.001604
17,1334.11,1.09336,0.3788,0.00118,0.92449,0.93193,0.9744,0.7022,1.06382,0.42059,0.00167,0.0015776,0.0015776,0.0015776
18,1413.03,1.10861,0.38693,0.00119,0.91887,0.92651,0.96311,0.69281,1.08339,0.4773,0.00175,0.0015512,0.0015512,0.0015512
19,1495.59,1.09052,0.37103,0.00117,0.91575,0.9357,0.96472,0.70439,1.05259,0.46199,0.00166,0.0015248,0.0015248,0.0015248
20,1576.32,1.08871,0.36609,0.00116,0.9303,0.94589,0.96904,0.67568,1.14627,0.43236,0.00181,0.0014984,0.0014984,0.0014984
21,1656.17,1.05372,0.35466,0.00112,0.91535,0.93701,0.96649,0.71459,1.01947,0.44177,0.00157,0.001472,0.001472,0.001472
22,1736.42,1.06699,0.35287,0.00113,0.94351,0.92283,0.95954,0.71566,0.9999,0.43613,0.00155,0.0014456,0.0014456,0.0014456
23,1816.4,1.06193,0.3572,0.00113,0.93348,0.91286,0.95986,0.70232,1.04929,0.46396,0.00169,0.0014192,0.0014192,0.0014192
24,1895.92,1.04049,0.35948,0.0011,0.93421,0.91496,0.96742,0.71691,1.00176,0.43021,0.00157,0.0013928,0.0013928,0.0013928
25,1976.58,1.03582,0.34846,0.00111,0.92732,0.94803,0.97083,0.72607,0.97415,0.39558,0.0015,0.0013664,0.0013664,0.0013664
26,2056.23,1.02755,0.34388,0.00111,0.93473,0.92473,0.96775,0.72114,0.97318,0.43214,0.0015,0.00134,0.00134,0.00134
27,2136.56,1.02014,0.34903,0.00106,0.92284,0.93491,0.96909,0.7091,1.02907,0.4334,0.00159,0.0013136,0.0013136,0.0013136
28,2216.02,1.02591,0.33492,0.00108,0.9058,0.92879,0.96639,0.71211,1.0221,0.42771,0.0016,0.0012872,0.0012872,0.0012872
29,2295.23,1.01887,0.33891,0.00109,0.92146,0.92178,0.95741,0.68092,1.10727,0.46372,0.00176,0.0012608,0.0012608,0.0012608
30,2373.96,1.01987,0.3273,0.00107,0.93268,0.92364,0.96978,0.7089,1.05158,0.43776,0.00171,0.0012344,0.0012344,0.0012344
31,2454.46,1.02094,0.33357,0.00108,0.9261,0.94803,0.97283,0.72552,0.97434,0.39416,0.00152,0.001208,0.001208,0.001208
32,2533.71,1.00534,0.32324,0.00104,0.92887,0.93281,0.96881,0.70993,1.02292,0.43758,0.0016,0.0011816,0.0011816,0.0011816
33,2612.28,1.01808,0.3363,0.00104,0.94229,0.91707,0.97043,0.72463,0.981,0.42152,0.00153,0.0011552,0.0011552,0.0011552
34,2693.64,1.00841,0.33317,0.00106,0.92359,0.93858,0.96902,0.71766,1.01974,0.42081,0.00161,0.0011288,0.0011288,0.0011288
35,2774.8,1.00076,0.33098,0.00105,0.92699,0.92639,0.96774,0.72601,0.98493,0.44005,0.00159,0.0011024,0.0011024,0.0011024
36,2856.13,0.97664,0.32069,0.00103,0.93293,0.9492,0.97159,0.71743,1.0169,0.39341,0.00159,0.001076,0.001076,0.001076
37,2936.6,0.97999,0.32031,0.00102,0.9205,0.92966,0.96822,0.73602,0.94889,0.43225,0.00147,0.0010496,0.0010496,0.0010496
38,3017.56,0.98036,0.3187,0.00102,0.94153,0.92283,0.96012,0.73143,0.93846,0.43635,0.00144,0.0010232,0.0010232,0.0010232
39,3096.98,0.96985,0.31195,0.00099,0.94358,0.92187,0.9715,0.72868,0.99344,0.41523,0.00155,0.0009968,0.0009968,0.0009968
40,3178.93,0.96546,0.31046,0.001,0.929,0.93543,0.97091,0.73683,0.95617,0.41199,0.00151,0.0009704,0.0009704,0.0009704
41,3259.12,0.96225,0.31675,0.00098,0.94341,0.92768,0.97155,0.72969,0.96367,0.41102,0.00149,0.000944,0.000944,0.000944
42,3338.1,0.96801,0.31882,0.001,0.94615,0.92546,0.97183,0.74351,0.92127,0.40022,0.0014,0.0009176,0.0009176,0.0009176
43,3417.85,0.93788,0.29865,0.00097,0.92151,0.93671,0.96955,0.7323,0.97032,0.43444,0.00149,0.0008912,0.0008912,0.0008912
44,3497.03,0.95349,0.30819,0.00098,0.92424,0.92854,0.96913,0.73305,0.95349,0.44191,0.00149,0.0008648,0.0008648,0.0008648
45,3576.08,0.9334,0.30354,0.00098,0.92335,0.93588,0.96906,0.73798,0.94584,0.43353,0.00144,0.0008384,0.0008384,0.0008384
46,3655.03,0.94058,0.30914,0.00096,0.91888,0.94068,0.97013,0.7415,0.94254,0.4258,0.00143,0.000812,0.000812,0.000812
47,3734.88,0.93529,0.30828,0.00095,0.93506,0.92963,0.96876,0.73679,0.94788,0.43368,0.00145,0.0007856,0.0007856,0.0007856
48,3814.2,0.92795,0.29894,0.00096,0.93371,0.92429,0.96854,0.74053,0.92151,0.43248,0.00142,0.0007592,0.0007592,0.0007592
49,3903.45,0.90372,0.30178,0.00095,0.93407,0.92962,0.97072,0.7364,0.95111,0.39821,0.00145,0.0007328,0.0007328,0.0007328
50,3983.96,0.90984,0.29605,0.00092,0.94611,0.90313,0.96038,0.73923,0.92663,0.44867,0.00141,0.0007064,0.0007064,0.0007064
51,4068.55,0.91268,0.29193,0.00093,0.92493,0.93134,0.96998,0.7395,0.94824,0.41395,0.00146,0.00068,0.00068,0.00068
52,4146.99,0.9039,0.2897,0.00091,0.9298,0.92861,0.96978,0.742,0.93266,0.43401,0.0014,0.0006536,0.0006536,0.0006536
53,4226.98,0.91671,0.28817,0.00093,0.93434,0.91024,0.9605,0.73699,0.92236,0.463,0.00139,0.0006272,0.0006272,0.0006272
54,4305.28,0.89587,0.28499,0.00091,0.92539,0.93109,0.96821,0.74199,0.91846,0.44179,0.0014,0.0006008,0.0006008,0.0006008
55,4385.36,0.89684,0.2862,0.00091,0.92845,0.91601,0.96054,0.73897,0.92623,0.46683,0.00141,0.0005744,0.0005744,0.0005744
56,4464.65,0.88497,0.28114,0.00089,0.9369,0.91969,0.96137,0.74127,0.91079,0.45345,0.0014,0.000548,0.000548,0.000548
57,4543.72,0.88177,0.28483,0.0009,0.91895,0.93444,0.96913,0.74461,0.89805,0.44816,0.00134,0.0005216,0.0005216,0.0005216
58,4623.59,0.87743,0.2807,0.00088,0.9306,0.92914,0.97029,0.74644,0.90209,0.44119,0.00136,0.0004952,0.0004952,0.0004952
59,4706.93,0.86681,0.27462,0.00086,0.93849,0.91305,0.96197,0.74368,0.91041,0.45393,0.00136,0.0004688,0.0004688,0.0004688
60,4786.07,0.86633,0.28097,0.00087,0.93572,0.93224,0.97065,0.74645,0.92145,0.42514,0.00139,0.0004424,0.0004424,0.0004424
61,4866.19,0.87307,0.28253,0.00088,0.93494,0.93596,0.97094,0.7512,0.90203,0.43277,0.00133,0.000416,0.000416,0.000416
62,4946.23,0.84899,0.27243,0.00085,0.93858,0.92808,0.96313,0.74938,0.89712,0.43605,0.00135,0.0003896,0.0003896,0.0003896
63,5025.3,0.87038,0.28282,0.00088,0.93473,0.9322,0.96305,0.74985,0.8973,0.43475,0.00135,0.0003632,0.0003632,0.0003632
64,5104.59,0.86109,0.27486,0.00086,0.92278,0.92598,0.96117,0.74637,0.89704,0.46766,0.00136,0.0003368,0.0003368,0.0003368
65,5184.66,0.85978,0.2786,0.00087,0.92745,0.91941,0.96189,0.74541,0.90335,0.47349,0.00135,0.0003104,0.0003104,0.0003104
66,5262.73,0.81333,0.25565,0.00091,0.9281,0.92966,0.96355,0.7455,0.91512,0.43588,0.00138,0.000284,0.000284,0.000284
67,5341.28,0.79899,0.24929,0.00088,0.92147,0.93005,0.96249,0.74454,0.90885,0.46453,0.00136,0.0002576,0.0002576,0.0002576
68,5422.4,0.79844,0.24381,0.00088,0.93759,0.92266,0.96179,0.7446,0.90316,0.46126,0.00134,0.0002312,0.0002312,0.0002312
69,5499.33,0.78837,0.24844,0.00089,0.92957,0.9284,0.96214,0.74787,0.89796,0.45918,0.00135,0.0002048,0.0002048,0.0002048
70,5578.75,0.78554,0.24191,0.00088,0.93152,0.92546,0.96155,0.74825,0.89717,0.46678,0.00133,0.0001784,0.0001784,0.0001784
71,5658.17,0.77672,0.2456,0.00087,0.9241,0.92966,0.961,0.74526,0.90265,0.46982,0.00135,0.000152,0.000152,0.000152
72,5735.66,0.78025,0.24313,0.00088,0.92673,0.92957,0.9611,0.7426,0.90202,0.47496,0.00135,0.0001256,0.0001256,0.0001256
73,5814.12,0.77547,0.23826,0.00087,0.92723,0.92978,0.96181,0.745,0.90338,0.46641,0.00135,9.92e-05,9.92e-05,9.92e-05
74,5893.81,0.77896,0.23743,0.00086,0.92133,0.92833,0.9609,0.74479,0.89935,0.47946,0.00134,7.28e-05,7.28e-05,7.28e-05
75,5972.14,0.76801,0.23888,0.00086,0.93192,0.92231,0.9534,0.74531,0.89828,0.48293,0.00134,4.64e-05,4.64e-05,4.64e-05
