epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,41.4666,1.76175,1.82506,0.00216,0.82873,0.82485,0.88621,0.50224,1.52985,0.94229,0.00279,0.000663317,0.000663317,0.000663317
2,75.0504,1.61589,0.78539,0.00188,0.85839,0.87867,0.92739,0.53155,1.52822,0.73378,0.0028,0.00131243,0.00131243,0.00131243
3,108.907,1.60106,0.68885,0.00185,0.88989,0.8778,0.94576,0.54465,1.55183,0.58934,0.00279,0.00194394,0.00194394,0.00194394
4,142.394,1.51066,0.5869,0.00177,0.87624,0.89368,0.94725,0.57479,1.4237,0.60915,0.00263,0.0019208,0.0019208,0.0019208
5,175.807,1.51203,0.57912,0.00175,0.86935,0.88258,0.93827,0.57089,1.41598,0.68075,0.00251,0.0018944,0.0018944,0.0018944
6,209.459,1.44533,0.54635,0.00159,0.85497,0.87084,0.93181,0.56942,1.42182,0.6992,0.0025,0.001868,0.001868,0.001868
7,245.141,1.39907,0.53779,0.00155,0.88134,0.88661,0.94178,0.59727,1.35762,0.5935,0.00247,0.0018416,0.0018416,0.0018416
8,278.29,1.40474,0.52014,0.00161,0.90546,0.87573,0.95424,0.58388,1.38514,0.57552,0.00249,0.0018152,0.0018152,0.0018152
9,318.499,1.36605,0.50221,0.0015,0.89901,0.86497,0.94158,0.56423,1.45715,0.66311,0.00273,0.0017888,0.0017888,0.0017888
10,358.01,1.35053,0.50878,0.00147,0.86356,0.909,0.94856,0.59284,1.3704,0.60203,0.00245,0.0017624,0.0017624,0.0017624
11,396.927,1.36015,0.49736,0.00153,0.87989,0.8953,0.94729,0.60979,1.3206,0.61017,0.00238,0.001736,0.001736,0.001736
12,434.953,1.29955,0.49094,0.00139,0.88859,0.90532,0.94531,0.57206,1.42682,0.59394,0.0026,0.0017096,0.0017096,0.0017096
13,474.251,1.29921,0.45364,0.0014,0.91007,0.89432,0.9539,0.634,1.26531,0.55348,0.00223,0.0016832,0.0016832,0.0016832
14,514.437,1.27475,0.47438,0.00142,0.8451,0.9075,0.94166,0.59402,1.30361,0.66035,0.00231,0.0016568,0.0016568,0.0016568
15,555.641,1.29912,0.46946,0.00137,0.87274,0.85891,0.92383,0.5995,1.32498,0.66924,0.00234,0.0016304,0.0016304,0.0016304
16,595.593,1.25682,0.43922,0.00134,0.88041,0.8816,0.93615,0.60367,1.31201,0.61119,0.00235,0.001604,0.001604,0.001604
17,636.2,1.23242,0.42567,0.00135,0.88513,0.92368,0.95411,0.61571,1.30989,0.55603,0.00235,0.0015776,0.0015776,0.0015776
18,676.824,1.22921,0.40889,0.00132,0.88864,0.89335,0.94253,0.60631,1.33519,0.62512,0.00245,0.0015512,0.0015512,0.0015512
19,717.928,1.24904,0.44639,0.00139,0.87738,0.88914,0.93828,0.55631,1.47642,0.643,0.00276,0.0015248,0.0015248,0.0015248
20,759.243,1.22951,0.42937,0.00136,0.89676,0.92643,0.96058,0.62471,1.31547,0.5238,0.00235,0.0014984,0.0014984,0.0014984
21,797.9,1.18626,0.42219,0.00125,0.88363,0.90641,0.95219,0.62895,1.24743,0.56517,0.00232,0.001472,0.001472,0.001472
22,840.656,1.15061,0.39848,0.00126,0.87306,0.92074,0.95157,0.63929,1.2231,0.57169,0.00218,0.0014456,0.0014456,0.0014456
23,890.773,1.17492,0.4011,0.0013,0.90123,0.88063,0.94576,0.62041,1.29624,0.55641,0.00239,0.0014192,0.0014192,0.0014192
24,941.431,1.14529,0.39074,0.00124,0.86661,0.89432,0.94774,0.62095,1.26517,0.60696,0.00224,0.0013928,0.0013928,0.0013928
25,992.62,1.14823,0.39874,0.00123,0.90093,0.86314,0.95211,0.63735,1.22075,0.5547,0.00226,0.0013664,0.0013664,0.0013664
26,1043.57,1.15923,0.3888,0.00122,0.90204,0.88845,0.94984,0.62771,1.27604,0.55031,0.00236,0.00134,0.00134,0.00134
27,1094.36,1.14907,0.37611,0.00125,0.90913,0.89237,0.95299,0.63665,1.24718,0.55995,0.00217,0.0013136,0.0013136,0.0013136
28,1146.33,1.15457,0.38232,0.00121,0.90834,0.90215,0.9559,0.63768,1.25016,0.53374,0.00219,0.0012872,0.0012872,0.0012872
29,1199.02,1.12627,0.37093,0.00119,0.92235,0.89488,0.9604,0.64737,1.22535,0.51959,0.00215,0.0012608,0.0012608,0.0012608
30,1241.41,1.12286,0.36596,0.0012,0.92376,0.86542,0.94788,0.63376,1.22254,0.53634,0.00219,0.0012344,0.0012344,0.0012344
31,1282.62,1.14828,0.35716,0.0012,0.91094,0.9002,0.95945,0.65041,1.20183,0.51338,0.00217,0.001208,0.001208,0.001208
32,1322.56,1.11769,0.36254,0.00118,0.89803,0.91879,0.96738,0.64562,1.21009,0.50316,0.00218,0.0011816,0.0011816,0.0011816
33,1363.45,1.09895,0.35583,0.00116,0.92598,0.89351,0.96206,0.64349,1.23669,0.50853,0.00221,0.0011552,0.0011552,0.0011552
